test_ligand,auroc,aupr,aupr_corrected,pearson,receiver_context,ligand_clean,n_receiver_genes,n_background_genes,n_potential_ligands,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,target_families,source_cellstates,target_cellstates,receptor_examples,lr_pair_examples,receptor_supported_by_nichenet,activity_rank_within_receiver
CD59,0.5979596854154776,0.059143829580162156,0.02063997919512365,0.06247470031679302,Microglia,CD59,385,9999,204,CD59,10,0.706895415835899,0.2715487303208679,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,STAB1,CD59 - STAB1,TRUE,115
LRP1B,0.5881957859074537,0.05613573687546334,0.017631886490424832,0.06247304496388639,Microglia,LRP1B,385,9999,204,LRP1B,1,0.3204859613000901,0.3204859613000901,Astrocyte,Microglia,Astro_Intermediate,Micro_DAM,PLAUR,LRP1B - PLAUR,TRUE,116
HLA-DQA1,0.5821318477653002,0.05418826552612483,0.015684415141086323,0.06240148946047219,Microglia,HLA-DQA1,385,9999,204,HLA-DQA1,2,0.08341634664719,0.065519759453455,Microglia,Microglia,Micro_DAM,Micro_DAM;Micro_Homeostatic,CD4,HLA-DQA1 - CD4,TRUE,117
SEMA3B,0.599909223291788,0.060083467838604444,0.021579617453565937,0.06239765183955326,Microglia,SEMA3B,385,9999,204,SEMA3B,21,0.356899987207865,0.15581249602968666,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,NRP1_PLXNA1;NRP1_PLXNA2;NRP2_PLXNA1,SEMA3B - NRP1/PLXNA1;SEMA3B - NRP1/PLXNA2;SEMA3B - NRP2/PLXNA1,TRUE,118
F10,0.5898478679631156,0.05765521017674959,0.019151359791711085,0.062308841058477796,Microglia,F10,385,9999,204,F10,4,1.62989098133206,1.252020200395481,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGAM,F10 - ITGAM,TRUE,119
ADAM10,0.5925944037240046,0.05697777346654316,0.018473923081504653,0.061397753503424066,Microglia,ADAM10,385,9999,204,ADAM10,39,0.70507637180294,0.16447191841038575,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,AXL;GPNMB;IL6R;NOTCH1;NOTCH2,ADAM10 - AXL;ADAM10 - GPNMB;ADAM10 - IL6R;ADAM10 - NOTCH1;ADAM10 - NOTCH2,TRUE,120
LPL,0.603095323648683,0.05965613104354081,0.021152280658502304,0.06125909601213247,Microglia,LPL,385,9999,204,LPL,1,0.26783965714944014,0.26783965714944014,Vascular,Microglia,Cerebrovascular_Pericyte,Micro_DAM,LRP1,LPL - LRP1,TRUE,121
IGFBP4,0.5822409959501695,0.05498201567016418,0.016478165285125676,0.061074233334037865,Microglia,IGFBP4,385,9999,204,IGFBP4,4,0.41244965256015,0.2284114893681295,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,LRP6,IGFBP4 - LRP6,TRUE,122
NAMPT,0.5974706799337531,0.05921002636856066,0.020706175983522153,0.06102494612825368,Microglia,NAMPT,385,9999,204,NAMPT,12,0.518737271017391,0.20070605274945727,Microglia;Vascular,Microglia,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,INSR;ITGA5_ITGB1,NAMPT - INSR;NAMPT - ITGA5/ITGB1,TRUE,123
BMP6,0.5864102404772253,0.059787272185422985,0.021283421800384478,0.0609982899547965,Microglia,BMP6,385,9999,204,BMP6,23,0.5825739473156579,0.35864286621915503,Vascular,Microglia,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ACVR1_ACVR2A;ACVR1_ACVR2B;ACVR1_BMPR2;ACVR2A_BMPR1A;ACVR2B_BMPR1A,BMP6 - ACVR1/ACVR2A;BMP6 - ACVR1/ACVR2B;BMP6 - ACVR1/BMPR2;BMP6 - ACVR2A/BMPR1A;BMP6 - ACVR2B/BMPR1A,TRUE,124
TFPI,0.5929977657042351,0.05961418614072742,0.021110335755688915,0.06089674879420049,Microglia,TFPI,385,9999,204,TFPI,2,0.3848364265892603,0.25455352190583014,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM,LRP1,TFPI - LRP1,TRUE,125
RARRES2,0.5866244843153535,0.053848501383214536,0.01534465099817603,0.06084657201064071,Microglia,RARRES2,385,9999,204,RARRES2,3,0.574355481510005,0.5372920813100577,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CMKLR1,RARRES2 - CMKLR1,TRUE,126
SELPLG,0.5926500584915381,0.06053058223468591,0.022026731849647402,0.0605909714191999,Microglia,SELPLG,385,9999,204,SELPLG,3,0.26057349283541,0.13402170254495335,Microglia,Microglia,Micro_DAM;Micro_Homeostatic,Micro_DAM,ITGAM;ITGB2,SELPLG - ITGAM;SELPLG - ITGB2,FALSE,127
HLA-DRA,0.5953398588097982,0.05657759044383945,0.01807374005880094,0.060311427019305024,Microglia,HLA-DRA,385,9999,204,HLA-DRA,6,0.54054002969761,0.36018841026381093,Microglia;Vascular,Microglia,CapEC_ActHigh;Cerebrovascular_Pericyte;Micro_DAM,Micro_DAM;Micro_Homeostatic,CD4,HLA-DRA - CD4,TRUE,128
AGRN,0.593374380975798,0.060163324737391284,0.021659474352352777,0.06024387684449731,Microglia,AGRN,385,9999,204,AGRN,16,0.8335402897543502,0.3537720670360097,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGB1;LRP1;LRP4,AGRN - ITGB1;AGRN - LRP1;AGRN - LRP4,TRUE,129
TIMP2,0.5880598910139154,0.05588419565808282,0.017380345273044315,0.06021948985090819,Microglia,TIMP2,385,9999,204,TIMP2,3,0.24610353512100597,0.13723244182080208,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGB1,TIMP2 - ITGB1,TRUE,130
COPA,0.598554056719231,0.058105646422183216,0.01960179603714471,0.060161215908818816,Microglia,COPA,385,9999,204,COPA,15,0.47299780523736024,0.23829837681254298,Astrocyte;Microglia;Vascular,Microglia,Astro_Intermediate;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,CD74;P2RY6,COPA - CD74;COPA - P2RY6,TRUE,131
VWF,0.5950553710903195,0.060023924469878566,0.02152007408484006,0.059890732788602,Microglia,VWF,385,9999,204,VWF,18,1.0614793785234695,0.39725813448277036,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA9;ITGB1;LRP1;SIRPA,VWF - ITGA9;VWF - ITGB1;VWF - LRP1;VWF - SIRPA,FALSE,132
LAMC3,0.5946158064943167,0.06032573003605669,0.021821879651018186,0.059746245391199694,Microglia,LAMC3,385,9999,204,LAMC3,6,0.89316461118141,0.38107021573045335,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA6_ITGB1;ITGA9_ITGB1,LAMC3 - ITGA6/ITGB1;LAMC3 - ITGA9/ITGB1,TRUE,133
THBS1,0.5930842197120558,0.056647376360384076,0.01814352597534557,0.059432002056512126,Microglia,THBS1,385,9999,204,THBS1,13,1.07370465823821,0.5518308066231796,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD47;ITGA6;LRP1;PTPRJ;SCARB1,THBS1 - CD47;THBS1 - ITGA6;THBS1 - LRP1;THBS1 - PTPRJ;THBS1 - SCARB1,TRUE,134
IL6,0.5994569607633874,0.06131080370551439,0.02280695332047588,0.059342553132191916,Microglia,IL6,385,9999,204,IL6,2,1.05487344384734,0.9629533073761435,Vascular,Microglia,Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,IL6R_IL6ST,IL6 - IL6R/IL6ST,TRUE,135
B2M,0.5950623954784524,0.05751706010688505,0.019013209721846544,0.059217395751297724,Microglia,B2M,385,9999,204,B2M,24,0.5651646755481969,0.27394705171067535,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,LILRB1;TFRC,B2M - LILRB1;B2M - TFRC,TRUE,136
COL6A1,0.5863653924606684,0.05649037358485642,0.01798652319981791,0.05916034918784277,Microglia,COL6A1,385,9999,204,COL6A1,11,0.7606193435167401,0.28371187329035086,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA6;ITGA9_ITGB1,COL6A1 - ITGA6;COL6A1 - ITGA9/ITGB1,TRUE,137
ICAM1,0.5963089542036926,0.05882082134278143,0.020316970957742923,0.058982901213808794,Microglia,ICAM1,385,9999,204,ICAM1,17,0.7734082860792769,0.45798920975777246,Astrocyte;Vascular,Microglia,Astro_Intermediate;CapEC_ActLow;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,ITGAL_ITGB2;ITGAM_ITGB2;ITGAX_ITGB2,ICAM1 - ITGAL/ITGB2;ICAM1 - ITGAM/ITGB2;ICAM1 - ITGAX/ITGB2,TRUE,138
CP,0.5871796811468104,0.05634074554529394,0.017836895160255432,0.058942578153691964,Microglia,CP,385,9999,204,CP,3,0.21070281485850997,0.11404325631669034,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,SLC40A1,CP - SLC40A1,TRUE,139
SERPINE1,0.5927459684064624,0.05686217620903812,0.018358325823999613,0.05890433791419348,Microglia,SERPINE1,385,9999,204,SERPINE1,10,0.605794295017999,0.3639603407153935,Microglia;Vascular,Microglia,Cerebrovascular_Venous;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ITGB5;LRP1;PLAUR,SERPINE1 - ITGB5;SERPINE1 - LRP1;SERPINE1 - PLAUR,TRUE,140
LILRB4,0.5857993888782319,0.05277811625306141,0.014274265868022905,0.05836467163312578,Microglia,LILRB4,385,9999,204,LILRB4,2,0.34871577728286995,0.22646994681092492,Microglia,Microglia,Micro_DAM,Micro_DAM;Micro_Homeostatic,LAIR1,LILRB4 - LAIR1,TRUE,141
VCAM1,0.5924328427968947,0.058590121400624896,0.02008627101558639,0.058363998691660146,Microglia,VCAM1,385,9999,204,VCAM1,2,0.5248730431454,0.486580410527795,Vascular,Microglia,Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,ITGA9_ITGB1,VCAM1 - ITGA9/ITGB1,TRUE,142
HLA-DMB,0.592368812797353,0.05475095157470899,0.01624710118967048,0.05823201408385798,Microglia,HLA-DMB,385,9999,204,HLA-DMB,2,0.2313724379516899,0.19898517328560994,Microglia,Microglia,Micro_DAM,Micro_DAM;Micro_Homeostatic,CD4,HLA-DMB - CD4,TRUE,143
SPON1,0.5842848227287567,0.057179205919081946,0.01867535553404344,0.05804311955536967,Microglia,SPON1,385,9999,204,SPON1,1,0.07619939054540992,0.07619939054540992,Astrocyte,Microglia,Astro_Intermediate,Micro_DAM,LRP8,SPON1 - LRP8,TRUE,144
ENTPD1,0.5938820281029561,0.05972423301472747,0.021220382629688964,0.0578930973220593,Microglia,ENTPD1,385,9999,204,ENTPD1,7,0.33737431461480005,0.14939922007949746,Microglia;Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,TMIGD3,ENTPD1 - TMIGD3,TRUE,145
NTN1,0.5933184560394884,0.05772528089931773,0.01922143051427922,0.057701130565814295,Microglia,NTN1,385,9999,204,NTN1,2,0.055044779411871,0.028258411244764494,Astrocyte,Microglia,Astro_Homeostatic;Astro_Intermediate,Micro_Homeostatic,DSCAM,NTN1 - DSCAM,FALSE,146
PDGFB,0.5809949775624818,0.05884929729076771,0.020345446905729203,0.057466275012305515,Microglia,PDGFB,385,9999,204,PDGFB,8,1.106460324718343,0.6780305133374851,Microglia;Vascular,Microglia,Cerebrovascular_Pericyte;Micro_DAM,Micro_DAM;Micro_Homeostatic,ITGAV;LRP1,PDGFB - ITGAV;PDGFB - LRP1,TRUE,147
HSP90B1,0.5991057413566275,0.05899664846942391,0.0204927980843854,0.05692880976540543,Microglia,HSP90B1,385,9999,204,HSP90B1,46,1.24616245196304,0.2816944442943015,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,LRP1;TLR1;TLR2;TLR7,HSP90B1 - LRP1;HSP90B1 - TLR1;HSP90B1 - TLR2;HSP90B1 - TLR7,TRUE,148
ANGPT2,0.5964245864391496,0.05894398035942214,0.02044012997438363,0.05686030174705762,Microglia,ANGPT2,385,9999,204,ANGPT2,2,0.141291773680165,0.07930216089818998,Vascular,Microglia,CapEC_ActLow;Cerebrovascular_Pericyte,Micro_DAM,ITGA5_ITGB1,ANGPT2 - ITGA5/ITGB1,TRUE,149
SERPINA1,0.5892761908364148,0.05697764189384593,0.018473791508807423,0.05667332757691733,Microglia,SERPINA1,385,9999,204,SERPINA1,2,0.890908120370848,0.7091804434683975,Microglia,Microglia,Micro_DAM,Micro_DAM;Micro_Homeostatic,LRP1,SERPINA1 - LRP1,TRUE,150
GNAS,0.5934192289923502,0.05990258187765956,0.021398731492621052,0.05617948611023356,Microglia,GNAS,385,9999,204,GNAS,29,1.25565240147217,0.4425430563661644,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ADCY7;ADRB2;TSHR,GNAS - ADCY7;GNAS - ADRB2;GNAS - TSHR,TRUE,151
APOE,0.5930447750709864,0.05868779067179732,0.020183940286758816,0.055847205036214695,Microglia,APOE,385,9999,204,APOE,53,1.4776173144193905,0.2971712902122163,Astrocyte;Microglia;Vascular,Microglia,Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ABCA1;LRP1;LRP4;LRP6;LRP8,APOE - ABCA1;APOE - LRP1;APOE - LRP4;APOE - LRP6;APOE - LRP8,TRUE,152
OMG,0.5944337127403511,0.05687028999163529,0.018366439606596785,0.05568974614823431,Microglia,OMG,385,9999,204,OMG,3,0.560388258148836,0.365342540636478,Microglia;Vascular,Microglia,Cerebrovascular_Pericyte;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,TNFRSF1B,OMG - TNFRSF1B,TRUE,153
CALM1,0.5958545303250927,0.058731320324589616,0.02022746993955111,0.055606958902919654,Microglia,CALM1,385,9999,204,CALM1,24,1.0606745034597598,0.28259420609762126,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,KCNQ1;KCNQ3;OPRM1;PDE1B,CALM1 - KCNQ1;CALM1 - KCNQ3;CALM1 - OPRM1;CALM1 - PDE1B,TRUE,154
NTNG2,0.57944447896601,0.05148662609412879,0.012982775709090282,0.055442243423507176,Microglia,NTNG2,385,9999,204,NTNG2,1,0.058088942898015,0.058088942898015,Astrocyte,Microglia,Astro_Intermediate,Micro_Homeostatic,LRRC4,NTNG2 - LRRC4,TRUE,155
SERPINE2,0.5828069995326091,0.05179615637912209,0.013292305994083584,0.055044828666776284,Microglia,SERPINE2,385,9999,204,SERPINE2,2,1.0004424289834102,0.8874521624950251,Astrocyte,Microglia,Astro_Intermediate,Micro_DAM;Micro_Homeostatic,LRP1,SERPINE2 - LRP1,TRUE,156
PLAT,0.5904857364395545,0.05715546228837246,0.018651611903333955,0.054857451493880376,Microglia,PLAT,385,9999,204,PLAT,15,0.7936686199263081,0.39140723292493057,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGAM;LRP1,PLAT - ITGAM;PLAT - LRP1,TRUE,157
FAM3C,0.5919443776527221,0.05600891062406675,0.017505060239028244,0.05423220469538539,Microglia,FAM3C,385,9999,204,FAM3C,6,0.51119595785886,0.22076011828810838,Vascular,Microglia,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ADGRG5;CLEC2D,FAM3C - ADGRG5;FAM3C - CLEC2D,TRUE,158
CD14,0.5980239855837968,0.05664773769896725,0.01814388731392874,0.054218502728120385,Microglia,CD14,385,9999,204,CD14,10,0.6626534394101,0.366439002356331,Microglia,Microglia,Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ITGB1;ITGB2;RIPK1;TLR1,CD14 - ITGB1;CD14 - ITGB2;CD14 - RIPK1;CD14 - TLR1,FALSE,159
F8,0.5940595289877573,0.056954418622513665,0.018450568237475158,0.052863509886195745,Microglia,F8,385,9999,204,F8,3,0.470283079445126,0.2575401239966213,Astrocyte;Vascular,Microglia,Astro_Intermediate;CapEC_ActMid,Micro_DAM;Micro_Homeostatic,LRP1,F8 - LRP1,TRUE,160
PTN,0.5922004976508839,0.056868009664357955,0.018364159279319447,0.05218076070119638,Microglia,PTN,385,9999,204,PTN,11,1.0678767369833402,0.3842660168198841,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,NCL;PLXNB2;PTPRZ1,PTN - NCL;PTN - PLXNB2;PTN - PTPRZ1,TRUE,161
MMRN2,0.5644798305501468,0.05394838438573886,0.015444534000700352,0.051972039611182616,Microglia,MMRN2,385,9999,204,MMRN2,5,0.727136136108142,0.3034956280452244,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,CD93,MMRN2 - CD93,TRUE,162
BMP4,0.5907437476191332,0.058366521891843444,0.019862671506804937,0.05044797003665857,Microglia,BMP4,385,9999,204,BMP4,3,0.516788192197358,0.3258279504685684,Vascular,Microglia,Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ACVR2A_BMPR1A;BMPR1A_BMPR2,BMP4 - ACVR2A/BMPR1A;BMP4 - BMPR1A/BMPR2,TRUE,163
DLL4,0.5707896222770357,0.050113010528094346,0.011609160143055838,0.05009809331819607,Microglia,DLL4,385,9999,204,DLL4,7,0.4260481140572449,0.20036330099427013,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,NOTCH1;NOTCH2,DLL4 - NOTCH1;DLL4 - NOTCH2,TRUE,164
PGF,0.5965448115437729,0.061865645971159275,0.023361795586120768,0.05009368858640964,Microglia,PGF,385,9999,204,PGF,5,0.4373495560193199,0.2658324746719526,Vascular,Microglia,CapEC_ActHigh;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,NRP1;NRP2,PGF - NRP1;PGF - NRP2,TRUE,165
ICAM2,0.5665963327290523,0.05377949957792084,0.01527564919288233,0.05000754742446178,Microglia,ICAM2,385,9999,204,ICAM2,13,0.9442663159805198,0.3294377277635017,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGAL_ITGB2;ITGAM_ITGB2,ICAM2 - ITGAL/ITGB2;ICAM2 - ITGAM/ITGB2,TRUE,166
SPON2,0.5690627034708576,0.049584444894480606,0.011080594509442099,0.049104262102846186,Microglia,SPON2,385,9999,204,SPON2,6,0.49471953803928714,0.26837148401681804,Vascular,Microglia,Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA5;ITGAM;ITGB2,SPON2 - ITGA5;SPON2 - ITGAM;SPON2 - ITGB2,TRUE,167
SPP1,0.5922518297180256,0.05729231575095259,0.01878846536591408,0.04876657978592419,Microglia,SPP1,385,9999,204,SPP1,5,0.33469490788704004,0.23048935210221205,Microglia,Microglia,Micro_DAM,Micro_DAM;Micro_Homeostatic,ITGA9_ITGB1;ITGAV_ITGB1;ITGAV_ITGB5,SPP1 - ITGA9/ITGB1;SPP1 - ITGAV/ITGB1;SPP1 - ITGAV/ITGB5,TRUE,168
EGF,0.5991592347739618,0.05835189926963984,0.01984804888460133,0.04874551298826524,Microglia,EGF,385,9999,204,EGF,9,0.876574226024777,0.44739512249785923,Astrocyte,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Micro_DAM;Micro_Homeostatic,ADRB2;AXL;NRP1,EGF - ADRB2;EGF - AXL;EGF - NRP1,FALSE,169
HLA-DRB1,0.5891273278417025,0.0542458569234899,0.01574200653845139,0.04866241872510484,Microglia,HLA-DRB1,385,9999,204,HLA-DRB1,7,0.44146772343315493,0.27138294732300156,Microglia;Vascular,Microglia,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Micro_DAM,Micro_DAM;Micro_Homeostatic,CD4,HLA-DRB1 - CD4,FALSE,170
GRN,0.5860409197625757,0.05871904540098351,0.020215195015945,0.04773118805649753,Microglia,GRN,385,9999,204,GRN,11,0.77653590876202,0.2721725111061552,Microglia;Vascular,Microglia,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,TNFRSF1A;TNFRSF1B,GRN - TNFRSF1A;GRN - TNFRSF1B,TRUE,171
TNFSF10,0.5901469447964139,0.05703508572305058,0.01853123533801207,0.047337068271170984,Microglia,TNFSF10,385,9999,204,TNFSF10,23,0.63709203666892,0.20504036795038957,Microglia;Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,RIPK1;TNFRSF10A;TNFRSF10B;TNFRSF10D,TNFSF10 - RIPK1;TNFSF10 - TNFRSF10A;TNFSF10 - TNFRSF10B;TNFSF10 - TNFRSF10D,TRUE,172
BMP7,0.5856751112419888,0.0609800155873464,0.022476165202307892,0.046639779949543984,Microglia,BMP7,385,9999,204,BMP7,15,0.3953616021341102,0.1405081267649425,Astrocyte,Microglia,Astro_Intermediate;Astro_Reactive,Micro_DAM;Micro_Homeostatic,ACTR2;ACVR1_ACVR2B;ACVR1_BMPR2;ACVR1B;ACVR2A_BMPR1A,BMP7 - ACTR2;BMP7 - ACVR1/ACVR2B;BMP7 - ACVR1/BMPR2;BMP7 - ACVR1B;BMP7 - ACVR2A/BMPR1A,TRUE,173
FGF1,0.5972299595557363,0.0590574818367679,0.020553631451729393,0.04608671424208607,Microglia,FGF1,385,9999,204,FGF1,3,0.4408178601926221,0.2634572570571533,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,NRP1,FGF1 - NRP1,TRUE,174
CD99,0.5954327968682046,0.05810013736377066,0.019596286978732155,0.04460236356730548,Microglia,CD99,385,9999,204,CD99,14,0.6866440111635301,0.15747396972310487,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,CD81;CD99L2;PILRA;PILRB,CD99 - CD81;CD99 - CD99L2;CD99 - PILRA;CD99 - PILRB,TRUE,175
PLTP,0.5882617070884176,0.053655080554377475,0.015151230169338968,0.04358953073887834,Microglia,PLTP,385,9999,204,PLTP,3,0.23119813400164696,0.15731916313822034,Microglia;Vascular,Microglia,Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,ABCA1,PLTP - ABCA1,TRUE,176
WNT5A,0.5935213527890872,0.0589825255578249,0.02047867517278639,0.04349448047314309,Microglia,WNT5A,385,9999,204,WNT5A,9,0.9129311612078,0.3819960463078958,Microglia,Microglia,Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ADRB2;ANTXR1;LRP6;RYK,WNT5A - ADRB2;WNT5A - ANTXR1;WNT5A - LRP6;WNT5A - RYK,TRUE,177
LTBP3,0.5611216326839368,0.0497815292931669,0.011277678908128391,0.04346261177653439,Microglia,LTBP3,385,9999,204,LTBP3,5,0.4242230034007699,0.280049651736981,Astrocyte;Vascular,Microglia,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGB5,LTBP3 - ITGB5,TRUE,178
ANGPT1,0.6072637576694156,0.05943374413439119,0.020929893749352682,0.042234849429239725,Microglia,ANGPT1,385,9999,204,ANGPT1,9,0.4470589373414494,0.22891034925275897,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA5;ITGB1,ANGPT1 - ITGA5;ANGPT1 - ITGB1,TRUE,179
HEBP1,0.593625367767244,0.05708805898727286,0.01858420860223435,0.04130142051087163,Microglia,HEBP1,385,9999,204,HEBP1,3,0.073361557669304,0.04389968063163849,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Venous,Micro_DAM,FPR3,HEBP1 - FPR3,TRUE,180
PDGFC,0.5975152577815355,0.059431962058071074,0.020928111673032566,0.04069599359841298,Microglia,PDGFC,385,9999,204,PDGFC,4,0.556868011822484,0.407580895679705,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;Micro_DAM,Micro_DAM,FLT1,PDGFC - FLT1,TRUE,181
